,name,url,wins,losses,draws,height,weight,division,reach,stance,dob,SLpM,StrAcc,SApM,StrDef,TDAvg,TDAcc,TDDef,SubAvg
1849,Tom Sauer,http://www.fightmetric.com/fighter-details/36ab6af06e312b41,24,12,0,"6' 1""",263 lbs.,Heavyweight,--,,"Nov 11, 1970",0.00,0%,0.00,0%,0.00,0%,0%,0.0
1850,Chad W.,http://www.fightmetric.com/fighter-details/4fe9492959834bf7,7,2,0,"5' 10""",170 lbs.,Welterweight,--,Orthodox,--,0.00,0%,0.00,0%,0.00,0%,0%,0.0
1851,Townsend Saunders,http://www.fightmetric.com/fighter-details/20bd6c3e03c46ee6,0,2,0,"5' 5""",170 lbs.,Welterweight,--,Orthodox,--,0.00,0%,0.00,0%,0.00,0%,0%,0.0
1852,Ben Saunders,http://www.fightmetric.com/fighter-details/484acc7b0f856ce9,18,6,2,"6' 2""",170 lbs.,Welterweight,"77""",Orthodox,"Apr 13, 1983",2.80,66%,2.12,49%,0.22,25%,75%,1.9
1853,Chris Saunders,http://www.fightmetric.com/fighter-details/b35a159f525764eb,9,3,0,"5' 8""",155 lbs.,Lightweight,--,,"Mar 11, 1986",1.48,22%,2.96,75%,3.70,100%,0%,0.0
1854,Lumumba Sayers,http://www.fightmetric.com/fighter-details/402ea3b5ee233852,4,3,0,"6' 0""",185 lbs.,Middleweight,--,,"Jun 30, 1978",2.54,41%,2.37,48%,7.63,75%,0%,2.5
1855,Mark Scanlon,http://www.fightmetric.com/fighter-details/771b60ff889661c8,7,2,0,"5' 9""",170 lbs.,Welterweight,--,Orthodox,--,2.20,35%,3.33,48%,3.00,75%,25%,2.0
1856,Eric Schafer,http://www.fightmetric.com/fighter-details/f59f1d3a2ff13edd,14,7,2,"6' 3""",185 lbs.,Middleweight,"75""",Orthodox,"Sep 20, 1977",1.89,34%,3.38,56%,1.81,36%,50%,1.8
1857,Kerry Schall,http://www.fightmetric.com/fighter-details/030f08370fd1c2bb,23,12,0,"6' 2""",265 lbs.,Heavyweight,--,Orthodox,"Aug 09, 1971",0.94,11%,4.84,63%,0.00,0%,0%,0.0
1858,Eric Schambari,http://www.fightmetric.com/fighter-details/66e981516e2476d1,15,4,0,"5' 11""",185 lbs.,Middleweight,--,Orthodox,"Apr 22, 1978",1.43,42%,1.07,54%,3.00,42%,0%,1.0
1859,Brendan Schaub,http://www.fightmetric.com/fighter-details/89a407032911e27e,11,5,0,"6' 4""",245 lbs.,Heavyweight,"78""",Orthodox,"Mar 18, 1983",2.92,37%,2.22,57%,2.32,46%,72%,0.4
1860,Antonio Schembri,http://www.fightmetric.com/fighter-details/a3244e3238541482,5,5,0,"5' 9""",205 lbs.,Light Heavyweight,--,Orthodox,"Jun 01, 1974",0.71,26%,2.12,55%,1.31,40%,0%,0.4
1861,Fabiano Scherner,http://www.fightmetric.com/fighter-details/0bc7e61d204f2137,8,8,0,"6' 3""",257 lbs.,Heavyweight,--,Orthodox,"Jun 30, 1972",1.31,31%,3.20,38%,1.09,33%,40%,0.0
1862,Samy Schiavo,http://www.fightmetric.com/fighter-details/1208ffc5be6e31ad,10,6,0,"5' 8""",155 lbs.,Lightweight,--,Orthodox,"Dec 24, 1975",1.68,34%,2.62,38%,0.94,50%,66%,0.9
1863,Pat Schilling,http://www.fightmetric.com/fighter-details/de12bd65e2f46478,5,2,0,"5' 8""",145 lbs.,Featherweight,"69""",Orthodox,"Aug 28, 1988",1.87,26%,8.24,52%,0.00,0%,0%,0.0
1864,Semmy Schilt,http://www.fightmetric.com/fighter-details/d5ed14b2153c6ed2,26,14,1,"6' 10""",265 lbs.,Heavyweight,--,Orthodox,"Oct 27, 1973",1.20,50%,1.31,53%,0.00,0%,47%,1.1
1865,Adam Schindler,http://www.fightmetric.com/fighter-details/89ea01f5a7ada40c,9,3,0,"5' 8""",155 lbs.,Lightweight,--,,"May 19, 1983",0.00,0%,0.00,0%,0.00,0%,0%,0.0
1866,Daniel Schmitt,http://www.fightmetric.com/fighter-details/bd02e222a6166d50,1,3,0,--,185 lbs.,Middleweight,--,,--,0.00,0%,0.00,0%,0.00,0%,0%,0.0
1867,Colleen Schneider,http://www.fightmetric.com/fighter-details/aa943b9bc00cb0ed,1,3,0,--,135 lbs.,Bantamweight,--,,--,2.17,48%,2.50,50%,2.50,50%,60%,0.0
1868,Alex Schoenauer,http://www.fightmetric.com/fighter-details/fdfef29ba17ee525,15,10,0,"6' 3""",185 lbs.,Middleweight,--,Orthodox,"May 05, 1976",1.22,40%,2.27,42%,0.00,0%,22%,4.9
1869,Darrill Schoonover,http://www.fightmetric.com/fighter-details/5a558ba1ff5e9121,11,5,0,"6' 2""",220 lbs.,Heavyweight,--,Orthodox,"Jul 18, 1985",1.20,33%,4.35,38%,0.00,0%,50%,1.1
1870,Bob Schrijber,http://www.fightmetric.com/fighter-details/d86e913c548c07c2,20,17,1,"6' 0""",240 lbs.,Heavyweight,--,Orthodox,--,0.00,0%,0.00,0%,0.00,0%,0%,0.0
1871,Nate Schroeder,http://www.fightmetric.com/fighter-details/040426baba8a45e8,11,10,0,"6' 1""",230 lbs.,Heavyweight,--,,--,0.00,0%,0.00,0%,0.00,0%,0%,0.0
1872,Lacey Schuckman,http://www.fightmetric.com/fighter-details/e44c679c30403cba,6,4,0,"5' 3""",125 lbs.,Flyweight,--,,--,0.00,0%,0.00,0%,0.00,0%,0%,0.0
1873,Mark Schultz,http://www.fightmetric.com/fighter-details/c1684f00c626f4c0,1,1,0,"5' 9""",200 lbs.,Light Heavyweight,--,Orthodox,--,0.00,0%,0.00,0%,0.00,0%,0%,0.0
1874,Brian Schwartz,http://www.fightmetric.com/fighter-details/99c80d2bd5dbe5a9,1,1,0,"6' 3""",170 lbs.,Welterweight,--,Orthodox,--,1.27,44%,0.87,45%,0.00,0%,50%,1.0
1875,Eric Schwartz,http://www.fightmetric.com/fighter-details/79cbdf233e5e0496,2,0,0,--,205 lbs.,Light Heavyweight,--,,--,0.00,0%,0.00,0%,0.00,0%,0%,0.0
1876,Justin Scoggins,http://www.fightmetric.com/fighter-details/9fa568ad2bf2cb0b,9,2,0,"5' 7""",125 lbs.,Flyweight,"66""",Southpaw,"May 02, 1992",3.09,64%,1.21,60%,5.93,66%,71%,1.1
1877,Bradley Scott,http://www.fightmetric.com/fighter-details/34e552520a934063,10,3,0,"6' 2""",185 lbs.,Middleweight,"76""",,"Jun 24, 1989",3.21,40%,3.68,55%,0.44,12%,78%,0.9
1878,Mike Seal,http://www.fightmetric.com/fighter-details/0c01568b1ac77bff,13,14,1,"6' 4""",185 lbs.,Middleweight,--,Orthodox,--,5.50,68%,3.33,50%,0.00,0%,33%,0.0
1879,Kenneth Seegrist,http://www.fightmetric.com/fighter-details/55e94a9b525dcf45,4,6,0,"6' 0""",185 lbs.,Middleweight,--,Orthodox,--,3.21,66%,1.28,0%,0.00,0%,40%,14.4
1880,Neil Seery,http://www.fightmetric.com/fighter-details/49a74b9fb2e45fdf,14,10,0,"5' 6""",125 lbs.,Flyweight,"68""",Orthodox,"Aug 30, 1979",3.57,40%,2.97,66%,1.00,66%,76%,0.0
1881,Rony Sefo,http://www.fightmetric.com/fighter-details/d6b68eaf4b68b160,0,2,0,"5' 9""",225 lbs.,Heavyweight,--,Orthodox,--,0.00,0%,0.43,0%,0.00,0%,0%,0.0
1882,Ray Sefo,http://www.fightmetric.com/fighter-details/646d5dbe509accd4,2,1,0,"6' 0""",240 lbs.,Heavyweight,--,Orthodox,"Feb 15, 1971",1.86,20%,0.00,100%,0.00,0%,0%,0.0
1883,Brendan Seguin,http://www.fightmetric.com/fighter-details/e4bb7e483c4ad318,23,17,1,"6' 0""",185 lbs.,Middleweight,--,,"Jul 03, 1976",2.60,45%,0.60,84%,5.00,62%,100%,0.0
1884,Pete Sell,http://www.fightmetric.com/fighter-details/0359313549d230a1,9,5,0,"5' 11""",170 lbs.,Welterweight,"75""",Orthodox,"Aug 05, 1982",2.60,42%,3.65,51%,0.91,21%,47%,0.9
1885,Andrei Semenov,http://www.fightmetric.com/fighter-details/5f2f0da6fd6a84fd,30,9,2,"6' 0""",185 lbs.,Middleweight,--,Orthodox,"Jun 17, 1977",0.78,15%,2.44,60%,1.74,80%,55%,0.4
1886,Mackens Semerzier,http://www.fightmetric.com/fighter-details/51b1e2fd9872005b,8,4,0,"5' 9""",145 lbs.,Featherweight,"72""",Orthodox,"Nov 03, 1980",2.91,45%,3.48,46%,2.14,50%,50%,2.1
1887,Brandon Sene,http://www.fightmetric.com/fighter-details/3ed134d85dfbd7b4,2,2,0,"5' 11""",205 lbs.,Light Heavyweight,--,,"May 21, 1981",0.00,0%,0.00,0%,0.00,0%,0%,0.0
1888,Kim In,http://www.fightmetric.com/fighter-details/88b250ba222c3a98,3,5,0,"5' 6""",145 lbs.,Featherweight,--,Orthodox,--,0.87,37%,5.19,60%,0.00,0%,0%,0.0
1889,Ray Seraille,http://www.fightmetric.com/fighter-details/2f04c4183523be2e,8,9,0,"6' 3""",246 lbs.,Heavyweight,--,,--,5.29,27%,17.65,41%,0.00,0%,0%,0.0
1890,Ivan Serati,http://www.fightmetric.com/fighter-details/b23fca14c7b79935,12,4,0,"6' 0""",205 lbs.,Light Heavyweight,--,Orthodox,--,0.86,26%,5.33,29%,0.00,0%,0%,0.0
1891,Alex Serdyukov,http://www.fightmetric.com/fighter-details/253d3f9e97ca149a,8,5,0,"6' 2""",170 lbs.,Welterweight,"74""",Orthodox,"May 24, 1980",3.92,42%,2.53,54%,1.56,60%,70%,2.6
1892,Matt Serra,http://www.fightmetric.com/fighter-details/86dfed7cc24a9fa7,11,7,0,"5' 6""",170 lbs.,Welterweight,"68""",Orthodox,"Jun 02, 1974",1.98,39%,2.64,46%,2.05,20%,38%,0.9
1893,Nick Serra,http://www.fightmetric.com/fighter-details/1975c2272ba40e71,7,3,0,"5' 9""",170 lbs.,Welterweight,--,Orthodox,"Mar 27, 1978",0.00,0%,1.73,43%,1.00,10%,0%,2.0
1894,Adrian Serrano,http://www.fightmetric.com/fighter-details/e7ec11096eac0282,56,29,4,"5' 8""",170 lbs.,Welterweight,--,,"Dec 23, 1963",0.00,0%,0.00,0%,0.00,0%,0%,0.0
1895,Carl Seumanutafa,http://www.fightmetric.com/fighter-details/dadaeb402526dca5,4,3,0,"6' 1""",250 lbs.,Heavyweight,--,Orthodox,--,0.00,0%,3.33,75%,0.00,0%,0%,0.0
1896,Dan Severn,http://www.fightmetric.com/fighter-details/c670aa48827d6be6,100,18,7,"6' 2""",250 lbs.,Heavyweight,--,Southpaw,"Jun 08, 1958",0.00,0%,0.00,0%,0.00,0%,0%,0.0
1897,Rosi Sexton,http://www.fightmetric.com/fighter-details/5dfe71ade71f3a4b,13,4,0,"5' 3""",135 lbs.,Bantamweight,"63""",Orthodox,"Jul 16, 1977",3.31,39%,7.42,41%,0.75,10%,80%,0.0
1898,Scott Shaffer,http://www.fightmetric.com/fighter-details/5c38639f860a5542,0,1,0,"5' 7""",145 lbs.,Featherweight,--,Orthodox,--,2.40,67%,0.53,50%,0.00,0%,72%,3.0
1899,Kamal Shalorus,http://www.fightmetric.com/fighter-details/ece280745f8727b8,7,3,2,"5' 8""",155 lbs.,Lightweight,"68""",Orthodox,"Aug 27, 1972",3.06,32%,2.99,70%,2.07,50%,80%,0.0
1900,Frank Shamrock,http://www.fightmetric.com/fighter-details/fcaae0385b514f11,22,11,2,"5' 10""",185 lbs.,Middleweight,--,Orthodox,"Dec 08, 1972",4.75,53%,4.66,57%,0.35,50%,37%,1.1
1901,Ken Shamrock,http://www.fightmetric.com/fighter-details/63b65af1c5cb02cb,28,15,2,"6' 1""",205 lbs.,Light Heavyweight,"72""",Orthodox,"Feb 11, 1964",1.50,46%,4.42,40%,0.33,50%,44%,2.3
1902,Jason Sharp,http://www.fightmetric.com/fighter-details/285e32e41f61a5b1,3,2,0,--,205 lbs.,Light Heavyweight,--,,--,0.00,0%,0.00,0%,0.00,0%,0%,0.0
1903,Sean Sherk,http://www.fightmetric.com/fighter-details/029880cdbf5ca089,36,4,1,"5' 6""",155 lbs.,Lightweight,"67""",Orthodox,"Aug 05, 1973",2.17,35%,2.71,55%,4.09,46%,56%,0.4
1904,Katsuyori Shibata,http://www.fightmetric.com/fighter-details/d4da8995fc91e7ef,4,11,1,"6' 0""",168 lbs.,Welterweight,--,Orthodox,"Nov 17, 1979",2.06,35%,2.40,53%,0.49,50%,53%,0.7
1905,Jake Shields,http://www.fightmetric.com/fighter-details/fe435e440b5de0ff,29,7,1,"6' 0""",170 lbs.,Welterweight,"72""",Orthodox,"Jan 09, 1979",2.45,36%,1.80,56%,2.83,29%,35%,1.2
1906,Shunichi Shimizu,http://www.fightmetric.com/fighter-details/10657c60ce349e0f,28,9,10,"5' 5""",135 lbs.,Bantamweight,"66""",Orthodox,"Jan 31, 1985",0.14,33%,4.68,30%,0.00,0%,0%,0.0
1907,Wade Shipp,http://www.fightmetric.com/fighter-details/a9a314cc77d90b6e,10,5,0,"6' 3""",245 lbs.,Heavyweight,--,Orthodox,"Feb 09, 1975",4.29,86%,2.14,0%,0.00,0%,75%,0.0
1908,Yuya Shirai,http://www.fightmetric.com/fighter-details/a79bfbc01b2264d6,21,10,1,"5' 8""",168 lbs.,Welterweight,--,Orthodox,"Apr 02, 1980",1.02,100%,4.07,55%,0.00,0%,0%,0.0
1909,Wes Shivers,http://www.fightmetric.com/fighter-details/ad863b0d57952c57,8,1,0,"6' 8""",--,,--,,--,0.00,0%,0.00,0%,0.00,0%,0%,0.0
1910,Josh Shockley,http://www.fightmetric.com/fighter-details/1d36f1ac66cf689d,11,3,0,"6' 1""",155 lbs.,Lightweight,"74""",Orthodox,"Nov 15, 1989",1.21,50%,2.02,58%,0.00,0%,33%,3.0
1911,Josh Shockman,http://www.fightmetric.com/fighter-details/821cd80aab70d5f9,5,3,0,"6' 4""",235 lbs.,Heavyweight,--,Southpaw,"Dec 29, 1980",0.87,32%,0.87,58%,0.00,0%,23%,0.0
1912,Akira Shoji,http://www.fightmetric.com/fighter-details/b0c95dc8e858452c,14,17,5,"5' 8""",195 lbs.,Light Heavyweight,--,Orthodox,"Jan 31, 1974",1.03,34%,2.63,53%,1.79,73%,82%,0.4
1913,Landon Showalter,http://www.fightmetric.com/fighter-details/35cc17760b06f36d,11,19,1,"6' 0""",185 lbs.,Middleweight,--,,"Jun 14, 1976",0.00,0%,0.00,0%,0.00,0%,0%,0.0
1914,Brandon Shuey,http://www.fightmetric.com/fighter-details/585f9ffdb0cd0466,7,6,0,"5' 7""",155 lbs.,Lightweight,--,Orthodox,"Feb 01, 1976",0.68,33%,1.36,0%,0.00,0%,0%,10.2
1915,Sam Sicilia,http://www.fightmetric.com/fighter-details/b8aef0faf4ce9b31,13,5,0,"5' 8""",145 lbs.,Featherweight,"66""",Orthodox,"Feb 01, 1986",3.14,37%,3.65,58%,1.92,42%,60%,0.5
1916,Kiril Sidelnikov,http://www.fightmetric.com/fighter-details/cf772fb504842dc3,7,4,0,"5' 11""",230 lbs.,Heavyweight,--,,"Aug 17, 1988",2.87,28%,4.48,61%,0.00,0%,0%,0.0
1917,Steven Siler,http://www.fightmetric.com/fighter-details/d188a3b817860ec6,23,13,0,"5' 11""",145 lbs.,Featherweight,"70""",Orthodox,"Feb 15, 1987",3.21,41%,2.96,54%,0.47,21%,55%,1.6
1918,Siala Siliga,http://www.fightmetric.com/fighter-details/3cf68c1d17f66af7,3,2,0,"6' 1""",290 lbs.,Super Heavyweight,--,Orthodox,"Oct 08, 1970",1.08,26%,1.96,50%,1.47,50%,80%,0.0
1919,Wanderlei Silva,http://www.fightmetric.com/fighter-details/a1f6999fe57236e0,35,12,1,"5' 11""",205 lbs.,Light Heavyweight,"74""",Orthodox,"Jul 03, 1976",2.79,40%,2.19,60%,0.97,53%,62%,0.6
1920,Leandro Silva,http://www.fightmetric.com/fighter-details/159da492e000afbf,17,2,1,"5' 9""",155 lbs.,Lightweight,"72""",Orthodox,"Nov 11, 1985",2.34,59%,2.13,56%,2.19,33%,53%,0.9
1921,Erick Silva,http://www.fightmetric.com/fighter-details/5866fc86183a9fb8,16,5,0,"6' 0""",170 lbs.,Welterweight,"74""",Orthodox,"Jun 21, 1984",2.61,56%,5.08,38%,0.70,33%,56%,2.1
1922,Wagner Silva,http://www.fightmetric.com/fighter-details/fb79582c410d049e,3,3,0,"6' 0""",170 lbs.,Welterweight,"71""",Orthodox,"Feb 07, 1987",1.69,29%,2.87,65%,0.00,0%,58%,0.0
1923,Paulo Cesar,http://www.fightmetric.com/fighter-details/55b8dc4e54fe2c59,2,6,0,"7' 5""",385 lbs.,Super Heavyweight,--,Orthodox,"Jul 21, 1963",0.40,15%,2.72,47%,0.42,100%,16%,0.4
1924,Thiago Silva,http://www.fightmetric.com/fighter-details/2924886ee9c4c527,16,3,0,"6' 2""",205 lbs.,Light Heavyweight,"74""",Orthodox,"Nov 12, 1982",3.92,50%,2.55,67%,1.03,47%,70%,0.7
1925,Sidney Silva,http://www.fightmetric.com/fighter-details/a6c32678efd4f434,8,4,0,"6' 3""",170 lbs.,Welterweight,--,Southpaw,"Feb 27, 1972",2.86,65%,3.30,34%,3.30,100%,0%,0.0
1926,Bigfoot Silva,http://www.fightmetric.com/fighter-details/8349d55cdecd393a,18,6,1,"6' 4""",264 lbs.,Heavyweight,"80""",Orthodox,"Sep 14, 1979",2.94,45%,2.88,52%,0.95,33%,65%,1.0
1927,Jay Silva,http://www.fightmetric.com/fighter-details/53bb0d40905b87c0,7,5,0,"6' 2""",185 lbs.,Middleweight,--,Southpaw,--,1.13,34%,3.07,40%,0.00,0%,38%,1.0
1928,Jean Silva,http://www.fightmetric.com/fighter-details/9211aae062b799d6,18,11,3,"5' 6""",160 lbs.,Welterweight,--,Orthodox,"Oct 08, 1977",0.73,22%,2.93,52%,0.00,0%,0%,0.0
1929,Anderson Silva,http://www.fightmetric.com/fighter-details/1f454354805b6f75,33,6,0,"6' 2""",185 lbs.,Middleweight,"75""",Southpaw,"Apr 14, 1975",3.11,66%,1.47,63%,0.69,77%,69%,1.1
1930,Assuerio Silva,http://www.fightmetric.com/fighter-details/e091482fa6648261,15,8,0,"5' 10""",241 lbs.,Heavyweight,--,Orthodox,"Jun 18, 1974",1.42,46%,4.20,54%,2.66,34%,25%,1.8
1931,Edson Silva,http://www.fightmetric.com/fighter-details/a1153013cb5f628f,7,8,0,--,205 lbs.,Light Heavyweight,--,Orthodox,--,2.69,14%,5.37,50%,0.00,0%,0%,0.0
1932,Fabio Silva,http://www.fightmetric.com/fighter-details/2ba479b409011527,11,5,0,"5' 11""",205 lbs.,Light Heavyweight,--,Orthodox,"Mar 31, 1982",0.09,11%,5.90,38%,0.00,0%,0%,0.0
1933,Douglas Silva,http://www.fightmetric.com/fighter-details/3a314d9fa7c6825d,22,1,0,"5' 7""",145 lbs.,Featherweight,--,Orthodox,"Jun 22, 1985",1.80,27%,2.33,63%,0.00,0%,50%,0.0
1934,Marcus Silveira,http://www.fightmetric.com/fighter-details/f717b6002486f73f,6,4,0,"6' 3""",242 lbs.,Heavyweight,--,Orthodox,--,0.00,0%,0.00,0%,0.00,0%,0%,0.0
1935,Elias Silverio,http://www.fightmetric.com/fighter-details/52ba464d9068d871,11,0,0,"5' 11""",155 lbs.,Lightweight,"73""",Orthodox,"Sep 22, 1986",4.40,50%,1.94,61%,2.03,85%,95%,0.3
1936,Aaron Simpson,http://www.fightmetric.com/fighter-details/d5f820c11a121050,11,4,0,"6' 0""",170 lbs.,Welterweight,"73""",Orthodox,"Jul 20, 1974",3.60,52%,2.53,56%,3.78,34%,83%,0.5
1937,Wes Sims,http://www.fightmetric.com/fighter-details/e0f7c4f3f67bc808,22,13,1,"6' 10""",260 lbs.,Heavyweight,--,Orthodox,"Aug 04, 1979",0.98,51%,2.95,37%,0.00,0%,40%,2.3
1938,Marlon Sims,http://www.fightmetric.com/fighter-details/9eedac48b497de5a,3,4,0,--,170 lbs.,Welterweight,--,,--,0.00,0%,0.00,0%,0.00,0%,0%,0.0
1939,Lodune Sincaid,http://www.fightmetric.com/fighter-details/265589bdd93e7ce5,15,9,0,"5' 9""",185 lbs.,Middleweight,--,Orthodox,"May 07, 1973",2.45,44%,6.70,49%,0.00,0%,75%,0.0
1940,Rory Singer,http://www.fightmetric.com/fighter-details/546015aa2ad945fd,11,9,0,"6' 2""",185 lbs.,Middleweight,"77""",Orthodox,"May 28, 1976",2.55,39%,2.42,63%,0.39,25%,64%,0.8
1941,Elvis Sinosic,http://www.fightmetric.com/fighter-details/817e0bdf08efce2e,7,11,2,"6' 3""",205 lbs.,Light Heavyweight,"77""",Orthodox,"Feb 13, 1971",1.13,37%,4.60,53%,0.00,0%,0%,1.2
1942,Yokthai Sithoar,http://www.fightmetric.com/fighter-details/436cdea7bdfdc016,0,1,0,"5' 7""",143 lbs.,Featherweight,--,,"Dec 25, 1974",0.00,0%,0.00,0%,0.00,0%,0%,0.0
1943,Jeri Sitzes,http://www.fightmetric.com/fighter-details/44a1dd0ef4373edc,3,1,0,"5' 5""",125 lbs.,Flyweight,--,,--,0.00,0%,0.00,0%,0.00,0%,0%,0.0
1944,Dennis Siver,http://www.fightmetric.com/fighter-details/5f87a5c00b3d17ed,22,9,0,"5' 7""",145 lbs.,Featherweight,"70""",Orthodox,"Jan 13, 1979",3.80,31%,2.43,68%,1.04,36%,63%,0.3
1945,Chas Skelly,http://www.fightmetric.com/fighter-details/4bd6b4800070b069,13,1,0,"5' 11""",145 lbs.,Featherweight,"72""",Orthodox,"May 11, 1985",1.04,25%,1.60,63%,2.30,41%,50%,3.7
1946,Matt Skelton,http://www.fightmetric.com/fighter-details/caced97768818230,0,1,0,"6' 3""",265 lbs.,Heavyweight,--,Orthodox,"Jan 23, 1967",0.00,0%,0.54,0%,0.00,0%,66%,0.0
1947,Zach Skinner,http://www.fightmetric.com/fighter-details/c337c3c85b1871e0,6,8,0,"5' 6""",145 lbs.,Featherweight,--,Orthodox,--,0.53,50%,2.40,32%,5.00,27%,100%,1.0
1948,Brian Sleeman,http://www.fightmetric.com/fighter-details/9db861c26b63daa8,9,9,1,"5' 8""",185 lbs.,Middleweight,--,,--,4.00,48%,1.85,70%,9.23,100%,100%,0.0
1949,Joe Slick,http://www.fightmetric.com/fighter-details/80e6d71e14c1d356,16,5,3,"6' 0""",199 lbs.,Light Heavyweight,--,Orthodox,"Oct 17, 1977",0.00,0%,0.00,0%,0.00,0%,0%,0.0
1950,Kestutis Smirnovas,http://www.fightmetric.com/fighter-details/1979c80150f630c4,22,8,1,"5' 10""",200 lbs.,Light Heavyweight,--,Orthodox,--,4.95,52%,5.05,54%,1.55,50%,100%,1.5
1951,Patrick Smith,http://www.fightmetric.com/fighter-details/46c8ec317aff28ac,20,15,0,"6' 2""",225 lbs.,Heavyweight,--,Orthodox,"Aug 28, 1963",0.00,0%,0.00,0%,0.00,0%,0%,0.0
1952,Anthony Smith,http://www.fightmetric.com/fighter-details/d4c9dcd330403612,17,9,0,"6' 4""",185 lbs.,Middleweight,"77""",,"Jul 26, 1988",2.42,32%,2.48,51%,0.00,0%,55%,2.7
1953,Leslie Smith,http://www.fightmetric.com/fighter-details/76984112f697631f,7,6,1,"5' 9""",135 lbs.,Bantamweight,"66""",Orthodox,"Aug 17, 1982",5.98,35%,12.47,49%,0.00,0%,0%,0.0
1954,Colton Smith,http://www.fightmetric.com/fighter-details/2e25c1d983c26311,6,4,0,"6' 0""",155 lbs.,Lightweight,"71""",Orthodox,"Aug 14, 1987",1.64,41%,2.30,51%,4.09,36%,25%,1.4
1955,Maurice Smith,http://www.fightmetric.com/fighter-details/33e33d51f289d2a1,12,13,0,"6' 2""",221 lbs.,Heavyweight,--,Orthodox,"Dec 13, 1961",0.41,46%,0.47,60%,0.89,50%,20%,0.9
1956,Trevor Smith,http://www.fightmetric.com/fighter-details/f797f0c57a83353e,12,6,0,"6' 3""",185 lbs.,Middleweight,"75""",Orthodox,"Jan 05, 1981",3.53,62%,3.26,43%,1.66,24%,55%,1.4
1957,Eric Smith,http://www.fightmetric.com/fighter-details/9114c8ded5ccd71d,1,1,0,--,--,,--,Southpaw,--,0.00,0%,0.00,0%,0.00,0%,0%,0.0
1958,David Smith,http://www.fightmetric.com/fighter-details/e955046551f8c7dd,5,1,0,--,155 lbs.,Lightweight,--,,--,0.00,0%,0.00,0%,0.00,0%,0%,0.0
1959,Gilbert Smith,http://www.fightmetric.com/fighter-details/54ed8dc6f8c31207,5,2,0,"5' 9""",185 lbs.,Middleweight,"75""",Southpaw,"Oct 19, 1981",1.09,41%,2.73,35%,3.51,60%,0%,1.2
1960,Dillon Smith,http://www.fightmetric.com/fighter-details/ffee353f55e3aa2c,0,0,0,"6' 0""",170 lbs.,Welterweight,--,,--,0.00,0%,0.00,0%,0.00,0%,0%,0.0
1961,Josh Smith,http://www.fightmetric.com/fighter-details/f626aa1c85f8af03,6,5,0,"6' 0""",155 lbs.,Lightweight,--,Orthodox,"Jul 02, 1982",0.73,28%,1.40,54%,0.00,0%,57%,2.0
1962,Adam Smith,http://www.fightmetric.com/fighter-details/754968e325d6f60d,0,2,0,--,--,,--,,--,0.00,0%,0.00,0%,0.00,0%,0%,0.0
1963,Scott Smith,http://www.fightmetric.com/fighter-details/3410cf010558dc8b,17,9,0,"6' 0""",185 lbs.,Middleweight,"70""",Orthodox,"May 21, 1979",1.86,27%,5.94,50%,0.13,6%,58%,0.4
1964,Louis Smolka,http://www.fightmetric.com/fighter-details/d2bc285ead803db0,8,1,0,"5' 9""",125 lbs.,Flyweight,"69""",Orthodox,"Jul 16, 1991",4.99,41%,4.91,56%,0.74,15%,27%,0.4
1965,Denis Sobolev,http://www.fightmetric.com/fighter-details/03b1e846b09f721d,4,7,0,"6' 3""",216 lbs.,Heavyweight,--,Orthodox,--,0.00,0%,5.45,33%,0.00,0%,0%,0.0
1966,Peter Sobotta,http://www.fightmetric.com/fighter-details/1fcfc3709fe58151,14,4,1,"6' 0""",170 lbs.,Welterweight,"75""",Southpaw,"Jan 11, 1987",1.90,35%,3.25,58%,1.50,26%,80%,0.5
1967,Renato Sobral,http://www.fightmetric.com/fighter-details/d468288756ae3982,36,9,0,"6' 1""",205 lbs.,Light Heavyweight,"75""",Orthodox,"Sep 07, 1975",2.23,45%,1.53,57%,2.48,42%,65%,2.6
1968,Rameau Thierry,http://www.fightmetric.com/fighter-details/d1152823307d7e7c,12,9,0,"6' 0""",205 lbs.,Light Heavyweight,"78""",Orthodox,"Apr 18, 1984",2.45,45%,2.47,58%,2.19,52%,87%,1.0
1969,Joe Son,http://www.fightmetric.com/fighter-details/83b743fedde154fb,0,4,0,"5' 4""",236 lbs.,Heavyweight,--,Orthodox,"Nov 22, 1970",0.00,0%,0.00,0%,0.00,0%,0%,0.0
1970,Paul Song,http://www.fightmetric.com/fighter-details/9775eabcb1be1a00,2,1,0,--,185 lbs.,Middleweight,--,,--,0.00,0%,0.00,0%,0.00,0%,0%,0.0
1971,Chael Sonnen,http://www.fightmetric.com/fighter-details/48d1f690b763934c,29,14,1,"6' 1""",205 lbs.,Light Heavyweight,"74""",Southpaw,"Apr 03, 1977",3.08,43%,1.10,62%,3.81,59%,66%,0.4
1972,Sean Soriano,http://www.fightmetric.com/fighter-details/bd5403efbaa445c0,8,2,0,"5' 9""",145 lbs.,Featherweight,"70""",Orthodox,"Oct 06, 1989",2.06,58%,2.16,37%,0.00,0%,63%,0.0
1973,Krzysztof Soszynski,http://www.fightmetric.com/fighter-details/59583ff832fe9d68,26,12,1,"6' 1""",205 lbs.,Light Heavyweight,"77""",Open Stance,"Aug 02, 1977",3.37,39%,3.13,58%,0.52,25%,71%,1.0
